layer_name,time,cpu_mem,cuda_mem,size,macs
layer_7_Layer_Norm_Before, 0.0013264960050582886,0,9.9697265625,9.9638671875,0
layer_7_Query, 0.0173864631652832,0, 2.2529296875,9.9638671875,0
layer_7_Key, 0.017378303527832033,0,2.2529296875,9.9638671875,0
layer_7_Value, 0.017430431365966798,0,2.2529296875,9.9638671875,0
layer_7_mul, 0.08893305969238281,0,520,529.4861297607422,0
layer_7_div, 0.03076848030090332,0,520,529.4861297607422,0
layer_7_softmax, 0.07286985778808594,0,0,529.4861297607422,0
layer_7_dropout, 0.00021606400609016418,0,0,529.4861297607422,0
layer_7_context, 0.07157801818847656,0,0,9.9638671875,0
layer_7_Self_Attention_Output, 0.017344127655029296,0,2.2529296875,9.9638671875,0
layer_7_Residual_Connection_1, 0.0009674879908561706,0,0,9.9638671875,0
layer_7_Layer_Norm_After, 0.0013245439529418945,0,20.005859375,9.9638671875,0
layer_7_Intermediate_Forward, 0.07105299377441407,0,79.01171875,39.85546875,0
layer_7_Output, 0.06629788970947266,0,9.0029296875,9.9638671875,0
layer_7_add_mid_position_embedding, 0.0010360640287399292,0,0,9.9638671875,0
layer_8_Layer_Norm_Before, 0.0012773439884185792,0,9.9697265625,9.9638671875,0
layer_8_Query, 0.017178112030029297,0, 2.2529296875,9.9638671875,0
layer_8_Key, 0.01737343978881836,0,2.2529296875,9.9638671875,0
layer_8_Value, 0.017367712020874025,0,2.2529296875,9.9638671875,0
layer_8_mul, 0.08876214599609375,0,520,529.4861297607422,0
layer_8_div, 0.03080339241027832,0,520,529.4861297607422,0
layer_8_softmax, 0.07316636657714844,0,0,529.4861297607422,0
layer_8_dropout, 0.0003256320059299469,0,0,529.4861297607422,0
layer_8_context, 0.07136019134521485,0,0,9.9638671875,0
layer_8_Self_Attention_Output, 0.017614816665649412,0,2.2529296875,9.9638671875,0
layer_8_Residual_Connection_1, 0.0009278720021247864,0,0,9.9638671875,0
layer_8_Layer_Norm_After, 0.0013641279935836792,0,20.005859375,9.9638671875,0
layer_8_Intermediate_Forward, 0.07101725006103515,0,79.01171875,39.85546875,0
layer_8_Output, 0.06647676849365235,0,9.0029296875,9.9638671875,0
layer_8_add_mid_position_embedding, 0.0010551040172576904,0,0,9.9638671875,0
layer_9_Layer_Norm_Before, 0.0012995840311050414,0,9.9697265625,9.9638671875,0
layer_9_Query, 0.017373792648315428,0, 2.2529296875,9.9638671875,0
layer_9_Key, 0.017424224853515625,0,2.2529296875,9.9638671875,0
layer_9_Value, 0.01739913558959961,0,2.2529296875,9.9638671875,0
layer_9_mul, 0.08873519897460938,0,520,529.4861297607422,0
layer_9_div, 0.030664960861206056,0,520,529.4861297607422,0
layer_9_softmax, 0.07350771331787109,0,0,529.4861297607422,0
layer_9_dropout, 0.00022700800001621246,0,0,529.4861297607422,0
layer_9_context, 0.07154815673828124,0,0,9.9638671875,0
layer_9_Self_Attention_Output, 0.01748659133911133,0,2.2529296875,9.9638671875,0
layer_9_Residual_Connection_1, 0.0009792960286140442,0,0,9.9638671875,0
layer_9_Layer_Norm_After, 0.0013453439474105835,0,20.005859375,9.9638671875,0
layer_9_Intermediate_Forward, 0.07103257751464843,0,79.01171875,39.85546875,0
layer_9_Output, 0.06636704254150391,0,9.0029296875,9.9638671875,0
layer_9_add_mid_position_embedding, 0.0010479999780654908,0,0,9.9638671875,0
layer_10_Layer_Norm_Before, 0.0012945599555969239,0,9.9697265625,9.9638671875,0
